Datum,Erzeugung_laufwerk_GWh,Erzeugung_speicherwerk_GWh,Erzeugung_kernkraftwerk_GWh,Erzeugung_andere_GWh,Verbrauch_speicherpumpen_GWh,Erzeugung_netto_GWh,Einfuhr_GWh,Ausfuhr_GWh,Landesverbrauch_GWh
2020-02-19,37.580,73.583,70.807,18.076,NULL,195.766,107.757,105.061,198.461
2020-02-26,36.717,92.494,70.786,17.939,NULL,214.623,78.190,89.910,202.903
2020-03-04,38.222,99.749,70.780,18.892,NULL,225.249,80.816,114.784,191.281
2020-03-11,42.743,63.046,70.618,17.718,NULL,191.459,108.680,104.801,195.338
2020-03-18,40.513,56.925,70.283,17.708,NULL,182.498,89.084,103.593,167.989
2020-03-25,36.881,64.244,70.835,16.110,NULL,186.590,65.291,80.098,171.783
2020-04-01,35.159,66.635,68.197,17.432,NULL,186.561,49.131,56.358,179.333
2020-04-08,38.387,59.922,67.935,16.811,NULL,172.011,46.417,89.543,128.884
2020-04-15,42.006,45.476,67.888,16.812,NULL,168.995,52.504,74.176,147.321
2020-04-22,56.360,41.403,60.762,16.919,NULL,165.706,67.711,84.589,148.827
2020-04-29,60.754,61.152,61.463,17.031,NULL,194.985,55.310,99.189,151.106
2020-05-06,62.371,51.535,61.338,17.547,NULL,189.133,53.387,87.086,155.433
2020-05-13,68.030,88.285,60.944,18.248,NULL,231.134,39.470,104.457,166.147
2020-05-20,68.499,85.755,59.188,17.730,NULL,226.004,36.414,116.713,145.705
2020-05-27,60.172,65.924,68.064,17.345,NULL,208.559,37.334,97.922,147.972
2020-06-03,60.655,108.654,66.471,17.973,NULL,251.625,24.917,123.550,152.992
2020-06-10,67.414,100.675,43.165,17.682,NULL,223.814,42.418,98.500,167.732
2020-06-17,69.853,82.597,42.412,17.832,NULL,209.636,35.798,89.696,155.739
2020-06-24,63.741,94.286,58.897,18.256,NULL,229.482,28.012,102.338,155.156
2020-07-01,75.483,103.584,40.085,18.741,NULL,230.529,36.245,118.207,148.567
2020-07-08,67.683,117.000,40.529,19.272,NULL,240.597,29.376,126.824,143.148
2020-07-15,65.490,117.149,40.481,17.915,NULL,231.059,32.913,109.816,154.156
2020-07-22,66.404,91.455,40.309,20.131,NULL,209.069,52.293,109.913,151.449
2020-07-29,64.086,92.944,38.758,19.439,NULL,209.151,48.481,110.629,147.005
2020-08-05,62.656,55.028,47.344,17.031,NULL,170.982,65.097,74.196,161.882
2020-08-12,55.683,72.976,34.038,18.126,NULL,168.259,44.091,68.705,143.646
2020-08-19,59.175,68.815,67.283,17.886,NULL,210.786,20.851,76.838,154.798
2020-08-26,45.016,46.237,68.011,18.036,NULL,169.737,66.092,74.101,161.727
2020-09-02,64.857,98.357,69.320,19.252,NULL,247.471,27.806,118.639,156.638
2020-09-09,53.045,63.447,69.051,18.105,NULL,199.740,48.753,88.506,159.986
2020-09-16,47.507,77.145,67.154,19.288,NULL,208.800,38.962,89.382,158.380
2020-09-23,45.885,61.627,68.708,19.113,NULL,190.651,39.436,62.593,167.494
2020-09-30,50.172,79.704,69.799,17.532,NULL,214.693,40.878,86.013,169.557
2020-10-07,56.579,75.367,69.968,15.318,NULL,210.031,64.506,97.642,176.896
2020-10-14,40.961,73.063,70.353,15.486,NULL,188.705,91.559,110.703,169.561
2020-10-21,34.369,50.898,69.849,15.373,NULL,167.705,106.038,91.737,182.007
2020-10-28,44.218,54.306,69.784,15.324,NULL,179.227,94.368,94.198,179.396
2020-11-04,43.569,80.406,70.035,15.152,NULL,206.394,93.573,119.777,180.190
2020-11-11,35.578,92.728,69.980,15.017,NULL,211.240,80.486,109.096,182.632
2020-11-18,32.108,50.174,70.247,16.375,NULL,165.024,111.958,88.535,188.447
2020-11-25,29.124,109.612,70.482,16.081,NULL,223.308,109.914,116.768,216.455
2020-12-02,30.572,120.714,70.486,13.973,NULL,232.725,58.316,78.015,213.026
2020-12-09,31.101,117.002,56.176,14.808,NULL,214.823,61.883,58.074,218.633
2020-12-16,32.969,86.537,52.726,15.393,NULL,185.140,105.091,88.141,202.089
2020-12-23,32.768,52.402,70.025,15.381,NULL,164.387,112.558,93.471,183.475
2020-12-30,44.040,54.454,70.288,12.890,NULL,175.385,129.532,88.149,216.766
2021-01-06,25.875,85.778,70.551,13.019,NULL,192.491,93.040,73.416,212.115
2021-01-13,27.776,115.158,70.378,13.257,NULL,224.394,89.914,103.265,211.044
2021-01-20,28.434,70.945,70.604,12.429,NULL,179.162,125.891,93.567,211.487
2021-01-27,31.829,106.130,70.844,13.174,NULL,219.950,93.764,93.727,219.987
2021-02-03,37.067,83.128,70.035,15.768,NULL,202.068,113.040,95.372,219.737
2021-02-10,37.801,109.508,69.612,16.866,NULL,232.038,51.106,69.584,213.559
2021-02-17,34.875,57.636,69.145,15.911,NULL,174.959,123.347,102.048,196.257
2021-02-24,33.223,47.709,69.003,15.920,NULL,164.040,109.213,89.384,183.868
2021-03-03,43.822,84.033,69.183,17.426,NULL,214.385,72.679,112.620,174.444
2021-03-10,36.232,75.650,70.479,17.325,NULL,198.644,75.535,83.582,190.597
2021-03-17,33.047,64.644,70.658,17.476,NULL,185.745,105.424,85.447,205.721
2021-03-24,28.761,47.877,70.369,17.610,NULL,160.218,95.257,72.548,182.926
2021-03-31,39.688,54.596,69.745,17.949,NULL,180.063,73.866,82.897,171.032
2021-04-07,36.953,67.461,70.859,20.140,NULL,195.159,51.187,58.581,187.766
2021-04-14,32.134,35.948,70.584,19.888,NULL,154.119,87.574,53.791,187.902
2021-04-21,29.609,36.851,70.086,19.901,NULL,155.306,83.823,63.216,175.913
2021-04-28,44.596,44.314,69.315,19.501,NULL,174.612,83.899,84.679,173.832
2021-05-05,43.829,68.870,70.161,19.888,NULL,196.933,71.600,74.809,193.723
2021-05-12,67.790,78.317,60.970,18.751,NULL,221.121,28.965,85.532,164.554
2021-05-19,56.483,65.261,61.057,18.743,NULL,198.463,44.197,76.542,166.118
2021-05-26,53.692,59.443,16.104,18.997,NULL,144.338,70.871,49.369,165.840
2021-06-02,67.207,47.485,43.424,20.703,NULL,174.382,61.405,55.213,180.574
2021-06-09,78.208,84.458,17.336,21.292,NULL,196.310,53.535,90.620,159.225
2021-06-16,79.179,93.227,17.129,21.483,NULL,205.657,51.287,99.000,157.945
2021-06-23,78.645,96.356,16.788,21.746,NULL,207.253,44.691,101.153,150.790
2021-06-30,76.813,101.288,39.321,21.364,NULL,233.545,39.021,112.756,159.810
2021-07-07,72.662,85.551,40.670,14.406,NULL,206.316,62.241,115.540,153.016
2021-07-14,72.693,107.026,40.760,13.846,NULL,229.082,50.572,123.923,155.732
2021-07-21,74.728,82.535,40.537,13.954,NULL,206.588,51.562,117.585,140.565
2021-07-28,75.602,85.977,40.507,13.972,NULL,208.621,52.647,112.631,148.637
2021-08-04,70.395,116.046,40.819,19.274,NULL,243.673,35.555,132.655,146.574
2021-08-11,72.695,112.901,31.977,19.444,NULL,233.086,30.439,120.513,143.011
2021-08-18,66.261,51.942,32.272,19.091,NULL,161.934,61.032,67.030,155.937
2021-08-25,59.564,69.096,32.291,19.317,NULL,176.102,83.437,97.476,162.063
2021-09-01,48.089,62.081,32.003,17.779,NULL,154.955,76.334,74.933,156.356
2021-09-08,46.148,69.400,31.902,17.557,NULL,160.709,81.908,81.659,160.958
2021-09-15,48.717,97.619,39.574,17.394,NULL,198.679,63.536,88.730,173.487
2021-09-22,47.050,58.384,40.910,17.615,NULL,159.785,75.373,63.372,171.785
2021-09-29,38.472,38.025,40.628,17.832,NULL,129.732,105.540,62.607,172.666
2021-10-06,43.335,56.847,40.750,16.563,NULL,149.964,89.807,75.707,164.063
2021-10-13,33.881,55.099,40.994,16.990,NULL,144.217,103.697,61.825,186.089
2021-10-20,26.593,50.797,40.783,17.376,NULL,134.543,123.856,81.888,176.509
2021-10-27,28.605,49.975,40.992,16.661,NULL,133.914,116.889,62.197,188.607
2021-11-03,28.520,68.026,41.464,14.280,NULL,147.455,104.258,57.717,193.997
2021-11-10,29.261,70.004,40.893,14.189,NULL,152.469,87.033,66.782,172.720
2021-11-17,26.138,81.038,41.346,13.996,NULL,158.906,120.655,76.014,203.547
2021-11-24,26.356,104.486,41.377,14.090,NULL,183.000,88.967,58.678,213.290
2021-12-01,29.811,73.608,40.687,8.292,NULL,148.521,133.429,69.159,212.791
2021-12-08,37.326,56.477,71.149,8.241,NULL,171.209,100.612,42.948,228.871
2021-12-15,38.779,85.243,71.258,9.954,NULL,201.923,77.706,66.015,213.615
2021-12-22,33.874,83.245,65.619,8.069,NULL,188.145,77.935,81.728,184.353
2021-12-29,57.130,32.681,71.014,8.279,NULL,163.422,117.116,88.549,191.989
2022-01-05,37.816,46.173,71.285,14.996,4.846,165.424,108.082,78.267,195.239
2022-01-12,46.582,64.617,71.318,14.996,4.660,192.853,89.259,45.996,236.116
2022-01-19,26.873,78.874,71.064,14.917,2.118,189.610,106.696,79.565,216.740
2022-01-26,24.663,103.368,71.127,14.998,0.227,213.929,89.245,88.425,214.748
2022-02-02,24.452,46.561,70.893,17.249,4.318,154.837,118.043,54.326,218.553
2022-02-09,28.152,59.819,71.084,17.099,3.254,172.900,110.136,77.659,205.377
2022-02-16,27.464,53.133,70.895,17.284,1.045,167.731,147.257,101.815,213.173
2022-02-23,31.804,51.001,70.527,17.389,2.440,168.281,117.790,88.039,198.033
2022-03-02,25.002,58.616,71.037,19.448,1.219,172.884,85.016,61.032,196.868
2022-03-09,22.696,38.597,71.014,17.927,2.942,147.292,129.231,69.252,207.272
2022-03-16,25.555,60.004,70.758,19.424,1.569,174.172,99.053,80.253,192.973
2022-03-23,24.971,49.699,70.849,19.560,2.318,162.761,100.190,68.891,194.061
2022-03-30,29.999,76.235,70.642,19.676,2.315,194.237,80.184,83.064,191.356
2022-04-06,31.323,43.066,70.665,21.810,4.358,162.506,84.360,55.301,191.565
2022-04-13,38.811,56.113,70.516,20.612,1.467,184.585,87.616,102.016,170.184
2022-04-20,41.274,41.480,70.651,20.459,2.046,171.818,76.241,88.790,159.268
2022-04-27,43.185,43.246,70.239,20.801,8.845,168.626,81.631,82.948,167.309
2022-05-04,46.303,61.043,61.718,21.986,0.931,190.119,59.817,76.774,173.161
2022-05-11,54.903,36.392,61.068,22.360,3.830,170.893,78.157,84.662,164.389
2022-05-18,67.661,63.116,60.902,22.294,5.783,208.190,57.893,115.350,150.733
2022-05-25,72.906,53.349,37.684,22.152,10.905,175.186,50.087,67.154,158.119
2022-06-01,61.143,53.765,37.665,22.455,3.333,171.695,65.990,74.335,163.350
2022-06-08,70.750,54.503,37.637,22.422,6.311,179.001,63.840,81.561,161.279
2022-06-15,74.576,84.053,7.973,25.695,4.104,188.193,73.173,99.917,161.449
2022-06-22,76.282,88.801,7.974,21.905,5.328,189.634,60.832,75.434,175.031
2022-06-29,69.559,60.619,30.875,22.635,7.299,176.389,47.801,64.884,159.306
2022-07-06,75.162,67.594,39.864,19.988,7.614,194.994,64.123,108.997,150.120
2022-07-13,64.297,67.476,65.218,20.247,5.884,211.354,45.944,98.567,158.731
2022-07-20,67.911,73.460,63.342,19.977,5.012,219.678,41.436,116.757,144.356
2022-07-27,66.375,66.577,62.015,20.117,5.733,209.351,56.814,113.325,152.839
2022-08-03,53.880,75.975,61.872,20.673,5.407,206.993,52.923,110.315,149.601
2022-08-10,50.702,58.433,60.300,20.611,14.475,175.571,73.592,92.396,156.768
2022-08-17,56.470,51.653,60.528,20.355,5.446,183.560,36.799,76.206,144.153
2022-08-24,61.145,54.877,68.052,20.245,6.649,197.670,52.897,91.773,158.793
2022-08-31,46.949,52.206,69.254,20.092,10.302,178.199,64.277,70.856,171.621
