Datum,Erzeugung_laufwerk_GWh,Erzeugung_speicherwerk_GWh,Erzeugung_kernkraftwerk_GWh,Erzeugung_andere_GWh,Verbrauch_speicherpumpen_GWh,Erzeugung_netto_GWh,Einfuhr_GWh,Ausfuhr_GWh,Landesverbrauch_GWh
2013-12-18,28.851,82.481,79.993,10.106,NULL,200.932,116.259,96.887,220.304
2013-12-25,27.818,21.257,79.886,10.308,NULL,127.886,82.315,56.540,153.661
2014-01-01,28.647,20.783,80.137,10.241,NULL,127.463,95.075,61.419,161.121
2014-01-08,32.601,52.339,79.744,10.156,NULL,173.632,122.779,98.646,197.766
2014-01-15,35.057,59.102,80.029,9.933,NULL,183.192,118.201,94.463,206.930
2014-01-22,34.526,57.638,79.872,10.647,NULL,180.118,121.379,93.395,208.101
2014-01-29,28.472,76.662,80.133,9.852,NULL,194.591,115.358,95.864,214.085
2014-02-05,33.558,76.271,79.808,10.840,NULL,197.714,119.586,104.723,212.576
2014-02-12,32.304,65.349,79.859,11.110,NULL,185.248,111.815,92.575,204.489
2014-02-19,31.073,71.934,79.853,10.762,NULL,190.984,109.432,93.934,206.482
2014-02-26,36.745,75.227,79.717,10.862,NULL,200.588,101.181,99.013,202.756
2014-03-05,27.545,75.088,79.738,10.566,NULL,192.459,110.750,100.887,202.321
2014-03-12,28.901,61.083,79.563,11.041,NULL,178.327,115.210,104.834,188.703
2014-03-19,34.805,48.282,79.228,10.812,NULL,169.191,105.925,98.530,176.586
2014-03-26,36.870,94.140,79.899,10.562,NULL,221.280,89.426,113.974,196.732
2014-04-02,36.132,63.351,70.454,10.227,NULL,178.132,107.483,108.188,177.426
2014-04-09,44.542,63.741,70.681,10.591,NULL,186.639,100.900,112.575,174.964
2014-04-16,42.055,69.376,78.856,10.522,NULL,200.335,93.394,119.660,174.069
2014-04-23,37.791,62.749,78.946,10.577,NULL,189.200,83.576,106.499,166.277
2014-04-30,49.402,49.589,79.430,10.617,NULL,187.075,78.801,90.243,175.632
2014-05-07,55.406,66.038,79.163,10.178,NULL,209.057,90.107,125.177,173.988
2014-05-14,54.111,58.043,79.539,10.535,NULL,199.581,99.083,122.104,176.559
2014-05-21,54.544,72.358,78.386,10.092,NULL,213.082,92.635,142.599,163.118
2014-05-28,66.063,82.478,79.007,9.920,NULL,232.036,96.591,164.054,164.572
2014-06-04,62.419,77.826,73.451,9.937,NULL,220.694,92.548,145.666,167.577
2014-06-11,67.188,85.508,53.505,9.930,NULL,207.637,89.380,129.046,167.971
2014-06-18,60.206,67.811,45.797,10.123,NULL,179.075,96.111,111.139,164.048
2014-06-25,71.792,86.007,45.771,10.608,NULL,207.127,84.071,125.656,165.542
2014-07-02,67.306,74.706,50.600,10.493,NULL,197.389,91.406,119.521,169.274
2014-07-09,74.170,73.443,70.690,10.653,NULL,221.847,90.694,147.167,165.374
2014-07-16,73.832,80.218,75.963,10.980,NULL,237.470,80.394,161.208,156.657
2014-07-23,76.985,66.159,76.898,10.543,NULL,222.064,92.390,159.087,155.366
2014-07-30,76.750,76.649,77.041,10.657,NULL,231.798,78.882,161.685,148.994
2014-08-06,70.025,65.367,76.499,10.571,NULL,215.935,85.423,156.359,144.998
2014-08-13,75.544,92.737,32.358,10.399,NULL,203.073,88.924,131.995,160.003
2014-08-20,61.280,69.373,32.427,10.182,NULL,167.185,91.697,99.243,159.639
2014-08-27,67.445,57.801,40.299,9.511,NULL,167.104,97.427,97.328,167.203
2014-09-03,64.260,59.522,41.072,9.449,NULL,168.065,105.145,105.162,168.048
2014-09-10,58.621,62.962,49.723,9.392,NULL,175.358,93.825,94.314,174.868
2014-09-17,49.825,58.498,77.936,10.143,NULL,190.894,108.058,126.236,172.716
2014-09-24,47.232,60.014,78.924,10.076,NULL,192.332,93.292,116.297,169.328
2014-10-01,41.641,74.218,78.074,10.890,NULL,201.274,97.303,129.749,168.829
2014-10-08,39.441,38.951,78.285,10.676,NULL,164.277,91.608,84.264,171.621
2014-10-15,48.576,61.760,78.394,10.670,NULL,195.674,86.442,104.744,177.372
2014-10-22,45.631,67.946,79.097,10.497,NULL,200.743,84.647,101.338,184.053
2014-10-29,43.790,70.685,79.293,10.420,NULL,202.952,85.202,103.598,184.557
2014-11-05,44.985,90.940,79.705,10.314,NULL,223.641,87.246,116.640,194.247
2014-11-12,53.593,76.504,79.410,10.745,NULL,217.818,87.068,106.262,198.623
2014-11-19,46.848,96.313,79.693,10.803,NULL,232.034,90.033,129.793,192.274
2014-11-26,37.247,84.821,79.497,11.006,NULL,211.048,102.791,119.766,194.072
2014-12-03,37.990,115.601,79.866,13.510,NULL,246.365,92.437,133.912,204.890
2014-12-10,38.216,115.418,79.949,12.196,NULL,245.265,103.526,122.277,226.515
2014-12-17,31.543,74.154,79.734,10.820,NULL,195.480,118.531,109.508,204.502
2014-12-24,26.568,28.008,79.857,10.752,NULL,134.833,105.324,68.752,171.405
2014-12-31,27.279,49.032,79.931,10.689,NULL,166.055,109.049,89.939,185.166
2015-01-07,35.477,77.443,80.075,12.110,NULL,204.177,109.317,104.183,209.312
2015-01-14,35.677,73.029,79.724,11.583,NULL,199.857,111.987,105.246,206.598
2015-01-21,37.345,111.386,56.531,12.246,NULL,216.399,113.872,113.726,216.544
2015-01-28,31.974,78.534,80.126,11.026,NULL,200.645,116.835,101.772,215.708
2015-02-04,28.525,91.809,79.926,13.553,NULL,213.172,109.315,99.344,223.143
2015-02-11,26.820,95.072,79.827,13.077,NULL,212.889,105.888,101.015,217.761
2015-02-18,26.732,89.624,79.804,13.321,NULL,208.904,111.184,102.515,217.573
2015-02-25,28.603,77.027,79.786,13.939,NULL,197.724,117.564,108.030,207.257
2015-03-04,39.152,71.356,79.925,13.991,NULL,203.630,111.620,107.906,207.344
2015-03-11,33.687,46.147,79.559,12.221,NULL,169.786,126.632,105.491,190.926
2015-03-18,31.893,37.579,70.492,10.521,NULL,149.523,130.479,99.693,180.309
2015-03-25,33.973,62.260,70.733,11.756,NULL,177.439,109.542,97.707,189.274
2015-04-01,49.898,47.029,70.884,10.360,NULL,174.823,122.003,103.215,193.612
2015-04-08,39.102,50.337,64.966,11.312,NULL,165.549,120.298,101.414,184.433
2015-04-15,44.761,45.842,70.228,10.404,NULL,169.648,125.291,124.368,170.571
2015-04-22,45.747,42.787,70.257,10.713,NULL,166.790,118.075,119.792,165.073
2015-04-29,57.102,60.667,70.659,11.103,NULL,198.460,113.863,137.942,174.381
2015-05-06,66.358,77.154,70.288,11.119,NULL,218.727,110.651,162.700,166.678
2015-05-13,68.802,84.446,69.177,11.191,NULL,230.221,84.137,158.190,156.168
2015-05-20,75.055,89.870,70.487,10.680,NULL,241.229,81.000,148.735,173.494
2015-05-27,62.521,74.452,70.317,10.725,NULL,214.601,95.277,145.176,164.702
2015-06-03,71.196,79.135,69.074,10.795,NULL,224.382,91.936,153.986,162.332
2015-06-10,79.898,93.007,46.045,10.557,NULL,223.269,93.612,153.688,163.193
2015-06-17,79.642,77.982,45.887,10.928,NULL,207.351,100.825,141.048,167.128
2015-06-24,68.640,80.823,46.136,10.709,NULL,200.427,105.664,145.780,160.312
2015-07-01,74.561,95.350,44.190,11.125,NULL,218.697,103.630,159.400,162.927
2015-07-08,75.759,64.986,61.594,11.157,NULL,205.355,91.330,133.840,162.845
2015-07-15,68.554,92.853,67.848,11.214,NULL,234.944,84.560,153.190,166.314
2015-07-22,65.193,89.571,64.306,11.227,NULL,223.784,101.500,167.550,157.734
2015-07-29,64.278,43.177,69.029,11.121,NULL,177.519,96.290,122.420,151.389
2015-08-05,57.498,59.884,58.333,11.136,NULL,181.196,83.753,110.405,154.543
2015-08-12,60.891,70.695,31.186,11.029,NULL,167.076,97.673,98.839,165.910
2015-08-19,59.908,71.530,23.853,10.815,NULL,161.201,102.686,100.625,163.263
2015-08-26,58.052,53.741,23.676,10.376,NULL,139.232,117.914,91.924,165.222
2015-09-02,49.345,61.879,26.673,10.502,NULL,142.868,110.169,88.006,165.030
2015-09-09,41.477,47.794,32.688,10.022,NULL,127.021,116.006,77.762,165.265
2015-09-16,49.981,70.998,32.533,10.347,NULL,157.015,105.403,92.250,170.168
2015-09-23,50.700,99.139,61.696,10.812,NULL,218.589,107.357,149.286,176.660
2015-09-30,36.794,68.584,55.370,10.566,NULL,167.869,115.001,105.158,177.712
2015-10-07,41.484,73.791,61.253,12.173,NULL,184.024,119.020,127.320,175.725
2015-10-14,37.748,86.857,61.957,12.530,NULL,196.400,114.000,140.140,170.261
2015-10-21,31.782,83.547,32.914,12.506,NULL,159.287,116.230,88.510,187.007
2015-10-28,36.089,95.268,32.811,13.737,NULL,176.237,114.290,103.730,186.797
2015-11-04,31.852,83.450,61.291,13.900,NULL,189.239,117.700,116.169,190.770
2015-11-11,26.105,68.617,61.905,14.228,NULL,169.735,108.922,89.108,189.550
2015-11-18,24.493,59.170,61.308,14.436,NULL,158.392,100.459,77.082,181.768
2015-11-25,33.845,109.348,62.340,14.024,NULL,219.028,88.613,97.531,210.110
2015-12-02,34.387,98.347,62.092,12.273,NULL,206.917,94.061,99.786,201.193
2015-12-09,31.155,97.368,62.080,13.813,NULL,201.825,106.435,99.961,208.299
2015-12-16,26.695,79.405,61.930,13.827,NULL,179.644,106.543,81.091,205.096
2015-12-23,25.506,33.299,63.272,12.668,NULL,129.027,115.650,64.994,179.683
2015-12-30,20.477,24.492,71.118,12.283,NULL,121.724,108.001,53.737,175.987
2016-01-06,25.413,28.192,70.962,12.934,NULL,133.231,112.959,45.591,200.600
2016-01-13,33.113,44.158,71.069,12.881,NULL,158.654,127.495,74.036,212.113
2016-01-20,29.497,80.388,71.022,14.473,NULL,194.377,108.611,85.978,217.011
2016-01-27,27.856,61.887,70.823,14.177,NULL,173.199,118.303,87.739,203.763
2016-02-03,33.693,53.881,70.904,16.917,NULL,172.992,113.430,89.195,197.226
2016-02-10,32.622,49.087,71.062,16.550,NULL,167.237,127.850,90.205,204.883
2016-02-17,30.169,66.014,71.238,16.654,NULL,182.792,113.970,87.953,208.809
2016-02-24,35.673,46.718,71.185,16.099,NULL,168.019,132.900,95.021,205.898
2016-03-02,33.671,53.956,70.969,14.516,NULL,172.002,118.856,84.791,206.067
2016-03-09,32.676,55.224,71.128,14.903,NULL,172.783,125.200,92.730,205.254
2016-03-16,31.176,67.756,70.948,14.803,NULL,184.546,127.456,105.058,206.944
2016-03-23,29.723,46.060,70.853,14.828,NULL,158.420,135.682,98.158,195.944
2016-03-30,30.660,46.280,70.307,14.790,NULL,160.011,118.875,102.386,176.500
2016-04-06,49.131,40.901,70.449,13.107,NULL,167.413,116.593,109.572,174.436
2016-04-13,44.970,57.702,70.485,12.119,NULL,184.301,110.674,114.758,180.217
2016-04-20,50.069,54.126,70.459,12.009,NULL,183.468,108.293,120.866,170.895
2016-04-27,46.912,58.290,71.065,13.230,NULL,187.188,79.021,90.616,175.592
2016-05-04,48.042,56.477,70.676,12.305,NULL,186.597,53.175,66.421,173.350
2016-05-11,57.375,55.081,69.705,11.821,NULL,190.843,65.451,89.136,167.158
2016-05-18,53.904,64.524,70.256,12.042,NULL,199.228,67.879,101.248,165.860
2016-05-25,61.708,68.106,69.281,11.605,NULL,207.142,76.467,116.848,166.761
2016-06-01,70.003,82.490,69.376,11.589,NULL,228.218,62.460,124.511,166.168
2016-06-08,75.873,84.732,45.594,12.078,NULL,212.221,96.388,136.772,171.836
2016-06-15,74.948,86.330,45.755,11.755,NULL,214.608,87.271,140.373,161.506
2016-06-22,70.796,93.690,44.206,12.329,NULL,214.820,90.400,144.309,160.910
2016-06-29,75.268,71.806,64.240,12.222,NULL,213.346,56.390,105.530,164.206
2016-07-06,77.710,62.944,68.260,12.526,NULL,211.177,49.773,101.791,159.160
2016-07-13,78.888,74.812,68.022,12.295,NULL,226.267,37.522,103.272,160.518
2016-07-20,73.048,75.596,65.162,12.693,NULL,220.387,55.812,120.288,155.910
2016-07-27,70.432,64.925,65.146,12.742,NULL,205.474,61.785,119.128,148.130
2016-08-03,60.853,50.450,37.806,13.145,NULL,159.807,91.050,101.195,149.662
2016-08-10,65.571,51.140,31.793,12.721,NULL,152.634,93.851,101.105,145.379
2016-08-17,63.185,57.547,23.527,12.783,NULL,148.305,95.324,87.647,155.983
2016-08-24,59.890,53.740,31.488,12.532,NULL,151.026,76.012,64.065,162.975
2016-08-31,55.604,80.118,31.696,12.308,NULL,171.130,80.167,84.045,167.251
2016-09-07,60.532,67.634,31.960,12.743,NULL,165.774,70.317,76.632,159.458
2016-09-14,51.684,75.947,40.291,13.713,NULL,175.920,63.021,72.441,166.501
2016-09-21,46.077,69.419,40.980,15.061,NULL,167.370,81.985,80.821,168.535
2016-09-28,38.023,55.450,40.838,13.722,NULL,144.277,92.009,68.542,167.744
2016-10-05,29.331,40.734,41.167,13.366,NULL,120.948,117.528,64.478,173.998
2016-10-12,28.243,61.814,41.303,13.504,NULL,141.861,100.104,58.240,183.724
2016-10-19,28.600,67.322,41.241,14.676,NULL,145.991,79.393,43.265,182.119
2016-10-26,38.284,43.412,41.187,13.205,NULL,128.553,114.100,60.855,181.797
2016-11-02,28.794,35.650,41.266,14.719,NULL,114.878,111.902,42.175,184.606
2016-11-09,29.943,57.667,41.441,14.667,NULL,140.830,106.490,46.064,201.254
2016-11-16,30.358,35.379,41.437,14.129,NULL,120.610,129.809,52.184,198.236
2016-11-23,39.914,47.804,41.434,14.598,NULL,141.422,122.499,73.445,190.475
2016-11-30,29.635,94.592,41.425,14.573,NULL,177.524,89.395,59.138,207.781
2016-12-07,36.431,83.805,41.400,14.751,NULL,174.588,124.831,68.628,230.791
2016-12-14,26.946,96.553,41.273,14.899,NULL,177.997,100.583,76.142,202.437
2016-12-21,23.701,95.209,41.388,14.799,NULL,173.324,99.334,67.856,204.802
2016-12-28,26.955,51.771,41.462,13.453,NULL,127.010,125.526,53.168,199.368
2017-01-04,23.002,82.251,40.823,12.915,NULL,156.081,99.399,49.902,205.577
2017-01-11,22.045,101.833,41.374,14.363,NULL,177.166,124.780,82.666,219.281
2017-01-18,23.914,91.330,41.364,14.440,NULL,169.230,115.802,72.847,212.186
2017-01-25,23.716,116.200,41.447,13.844,NULL,191.185,97.144,51.582,236.748
2017-02-01,28.076,38.901,40.534,15.208,NULL,114.935,151.318,58.776,207.477
2017-02-08,24.746,49.820,41.302,15.363,NULL,126.559,155.158,69.072,212.645
2017-02-15,21.575,36.476,40.972,15.403,NULL,109.317,151.254,55.876,204.695
2017-02-22,24.968,34.051,57.315,16.034,NULL,125.749,128.512,71.754,182.507
2017-03-01,27.595,46.520,68.950,16.979,NULL,155.620,121.063,73.761,202.922
2017-03-08,30.553,45.396,69.094,16.279,NULL,157.632,121.356,75.043,203.945
2017-03-15,35.141,43.699,68.733,16.924,NULL,163.868,122.425,101.945,184.347
2017-03-22,40.793,52.774,69.039,15.690,NULL,176.743,125.933,111.962,190.714
2017-03-29,38.127,55.490,68.792,15.701,NULL,176.341,106.809,104.642,178.508
2017-04-05,35.726,34.100,68.613,13.697,NULL,150.738,91.981,76.283,166.435
2017-04-12,38.140,40.530,68.438,13.853,NULL,160.004,103.114,99.534,163.584
2017-04-19,38.560,58.459,69.010,13.814,NULL,179.404,94.136,89.432,184.108
2017-04-26,43.347,61.718,68.972,13.805,NULL,185.001,78.995,79.233,184.763
2017-05-03,40.632,56.810,68.601,14.285,NULL,178.793,79.737,81.157,177.372
2017-05-10,45.608,37.269,68.428,14.338,NULL,162.531,90.323,84.797,168.058
2017-05-17,58.449,55.429,67.588,13.992,NULL,191.223,53.867,85.694,159.397
2017-05-24,62.027,59.085,66.930,14.411,NULL,195.318,52.072,91.964,155.425
2017-05-31,68.403,72.121,65.936,14.161,NULL,210.631,59.838,110.231,160.237
2017-06-07,69.642,55.565,43.014,14.414,NULL,166.611,71.000,72.310,165.302
2017-06-14,70.611,90.926,42.153,14.270,NULL,211.871,54.579,101.580,164.870
2017-06-21,70.370,88.474,41.477,14.922,NULL,209.167,59.522,101.900,166.789
2017-06-28,76.761,90.780,41.987,14.645,NULL,215.884,73.016,121.660,167.240
2017-07-05,63.686,77.905,65.046,13.535,NULL,214.630,57.534,118.815,153.349
2017-07-12,64.832,74.802,65.533,13.718,NULL,209.312,66.820,117.495,158.638
2017-07-19,57.580,74.857,65.032,13.311,NULL,202.778,80.822,123.815,159.784
2017-07-26,66.337,59.197,68.459,13.702,NULL,199.764,57.828,104.564,153.027
2017-08-02,66.318,75.507,64.474,12.631,NULL,210.690,49.784,112.589,147.886
2017-08-09,67.415,89.728,65.284,13.538,NULL,224.736,41.820,110.198,156.358
2017-08-16,63.932,88.679,55.984,12.620,NULL,215.558,36.951,95.250,157.259
2017-08-23,56.550,66.071,47.562,12.516,NULL,176.648,65.572,78.641,163.579
2017-08-30,55.071,65.842,47.285,12.660,NULL,170.882,75.853,77.226,169.509
2017-09-06,56.803,57.719,48.642,13.289,NULL,169.525,75.826,75.172,170.179
2017-09-13,45.640,61.516,57.411,13.588,NULL,169.263,74.819,74.369,169.711
2017-09-20,41.761,49.361,32.788,13.085,NULL,131.138,109.814,71.070,169.882
2017-09-27,37.314,59.601,32.563,13.253,NULL,138.956,110.371,74.136,175.190
2017-10-04,49.791,45.508,41.162,13.303,NULL,145.212,111.603,83.199,173.616
2017-10-11,38.758,62.875,41.235,13.452,NULL,153.381,104.462,82.580,175.263
2017-10-18,40.625,58.808,41.135,13.591,NULL,149.304,118.981,92.857,175.428
2017-10-25,39.874,79.708,41.214,13.932,NULL,172.237,107.951,90.689,189.498
2017-11-01,28.862,25.138,41.472,13.928,NULL,104.733,139.333,57.856,186.209
2017-11-08,31.375,98.013,41.310,13.883,NULL,182.910,92.983,88.599,187.295
2017-11-15,38.021,88.300,41.289,13.802,NULL,177.647,132.585,108.515,201.718
2017-11-22,40.332,75.406,40.951,14.828,NULL,167.753,143.636,94.800,216.590
2017-11-29,33.111,102.166,41.368,14.972,NULL,190.553,129.765,117.100,203.219
2017-12-06,35.591,114.148,41.215,14.706,NULL,205.235,121.966,109.439,217.762
2017-12-13,37.840,112.779,41.189,14.879,NULL,206.349,156.832,142.290,220.891
2017-12-20,34.796,90.215,66.441,14.817,NULL,205.870,147.121,136.503,216.487
2017-12-27,28.752,25.924,66.497,14.368,NULL,126.640,142.307,79.673,189.274
2018-01-03,37.043,32.334,66.187,14.890,NULL,144.132,121.920,77.274,188.778
2018-01-10,40.680,46.043,66.547,15.057,NULL,162.979,132.709,98.567,197.122
2018-01-17,37.260,63.034,66.585,14.894,NULL,177.742,117.511,83.906,211.347
2018-01-24,38.871,51.352,66.653,13.649,NULL,167.629,116.744,88.131,196.241
2018-01-31,38.632,60.023,65.452,14.266,NULL,175.439,134.612,111.866,198.186
2018-02-07,35.654,110.299,66.722,15.883,NULL,226.794,112.582,121.429,217.947
2018-02-14,30.665,71.549,66.478,16.258,NULL,183.889,155.562,123.456,215.994
2018-02-21,36.597,63.550,66.650,16.444,NULL,180.722,144.017,110.209,214.529
2018-02-28,34.655,148.732,66.736,15.162,NULL,265.280,107.908,140.857,232.331
2018-03-07,29.548,55.181,61.425,15.165,NULL,157.547,137.980,84.630,210.897
2018-03-14,32.332,32.716,66.181,15.203,NULL,141.396,123.360,71.698,193.057
2018-03-21,30.473,41.595,74.479,15.004,NULL,156.753,134.410,71.945,219.218
2018-03-28,28.739,44.308,74.906,14.994,NULL,161.219,100.950,71.839,190.331
2018-04-04,35.491,38.252,74.993,16.248,NULL,157.805,92.503,69.830,180.478
2018-04-11,44.100,44.172,75.067,15.806,NULL,176.322,83.443,88.670,171.095
2018-04-18,47.936,33.773,74.619,16.219,NULL,161.208,84.890,91.150,154.948
2018-04-25,60.880,44.312,74.504,17.183,NULL,185.880,50.141,80.190,155.831
2018-05-02,64.812,80.488,75.053,15.629,NULL,223.185,34.371,97.071,160.486
2018-05-09,70.717,88.826,74.397,15.764,NULL,244.289,26.626,113.785,157.129
2018-05-16,74.163,73.882,74.831,15.322,NULL,232.869,38.454,101.754,169.569
2018-05-23,69.168,69.892,74.161,15.407,NULL,223.238,29.852,97.056,156.034
2018-05-30,73.112,103.677,73.361,15.093,NULL,254.691,22.034,121.128,155.597
2018-06-06,77.140,92.639,49.868,17.791,NULL,227.448,34.040,95.720,165.768
2018-06-13,80.028,102.332,50.385,17.762,NULL,241.987,28.550,100.630,169.906
2018-06-20,74.471,91.746,49.626,17.724,NULL,226.690,33.430,97.940,162.180
2018-06-27,67.450,77.838,62.080,18.161,NULL,220.668,33.990,92.930,161.728
2018-07-04,70.439,97.527,64.385,16.325,NULL,243.117,33.485,123.633,152.968
2018-07-11,63.218,89.920,73.038,16.126,NULL,236.978,43.374,114.508,165.843
2018-07-18,59.623,56.503,72.672,15.873,NULL,197.520,61.594,100.600,158.513
2018-07-25,65.740,87.333,71.780,15.818,NULL,235.529,36.330,114.536,157.323
2018-08-01,76.377,88.975,69.459,15.487,NULL,234.631,30.177,127.185,137.622
2018-08-08,57.578,74.247,67.836,15.342,NULL,196.451,49.367,86.591,159.226
2018-08-15,52.262,50.263,72.577,14.957,NULL,171.842,53.858,71.806,153.894
2018-08-22,53.636,83.417,63.614,15.207,NULL,208.299,41.385,84.404,165.279
2018-08-29,48.480,61.938,64.440,14.920,NULL,182.522,51.300,64.268,169.554
2018-09-05,48.526,73.196,64.662,15.911,NULL,197.723,48.750,76.323,170.150
2018-09-12,42.499,66.881,64.301,16.982,NULL,181.934,61.287,64.091,179.130
2018-09-19,42.605,72.325,48.899,16.918,NULL,172.365,80.498,73.019,179.844
2018-09-26,51.722,73.102,49.756,16.200,NULL,183.893,65.395,65.381,183.907
2018-10-03,36.204,61.999,49.781,14.505,NULL,160.779,104.084,92.367,172.496
2018-10-10,32.603,52.554,49.123,15.684,NULL,146.534,122.050,94.916,173.669
2018-10-17,26.829,58.980,49.528,16.641,NULL,149.082,127.652,104.894,171.839
2018-10-24,25.993,58.574,49.839,16.947,NULL,148.976,108.889,75.195,182.670
2018-10-31,34.372,72.435,49.722,15.858,NULL,169.629,92.786,75.493,186.922
2018-11-07,33.671,50.707,76.288,14.873,NULL,169.164,98.177,82.676,184.665
2018-11-14,27.799,49.716,76.464,14.858,NULL,162.893,103.896,77.709,189.079
2018-11-21,25.603,96.338,76.695,14.712,NULL,210.047,61.409,63.561,207.895
2018-11-28,23.239,52.436,76.374,15.049,NULL,161.726,123.556,66.489,218.794
2018-12-05,34.386,52.873,76.264,15.603,NULL,174.152,115.619,87.524,202.247
2018-12-12,37.216,116.062,76.844,15.605,NULL,243.498,65.971,94.128,215.340
2018-12-19,30.811,51.436,76.645,15.362,NULL,172.632,134.695,92.684,214.643
2018-12-26,39.172,30.797,76.934,12.760,NULL,151.508,108.359,89.001,170.866
2019-01-02,28.613,29.336,76.599,12.291,NULL,139.947,128.295,92.814,175.427
2019-01-09,30.203,73.247,76.598,14.674,NULL,192.308,118.761,94.298,216.769
2019-01-16,30.241,70.621,76.657,14.901,NULL,189.536,116.296,90.589,215.242
2019-01-23,32.129,141.094,76.754,14.583,NULL,263.222,65.587,101.764,227.044
2019-01-30,25.824,83.583,76.678,15.035,NULL,199.459,121.700,98.867,222.292
2019-02-06,26.342,75.559,76.754,17.432,NULL,193.221,120.155,87.030,226.345
2019-02-13,27.980,64.020,76.730,17.670,NULL,184.555,125.071,98.475,211.151
2019-02-20,27.300,65.467,76.572,17.567,NULL,185.347,105.294,95.349,195.293
2019-02-27,29.477,50.366,76.432,17.569,NULL,171.364,110.900,92.177,190.087
2019-03-06,30.447,38.351,76.573,16.595,NULL,157.804,107.020,68.900,195.923
2019-03-13,34.206,28.621,76.884,15.342,NULL,148.634,130.850,79.370,200.114
2019-03-20,36.148,54.078,77.346,15.338,NULL,182.118,94.040,87.500,188.658
2019-03-27,30.946,57.121,77.183,15.389,NULL,179.019,94.700,90.910,182.809
2019-04-03,37.882,86.951,76.998,14.422,NULL,212.121,73.304,108.566,176.858
2019-04-10,37.114,39.137,76.954,15.042,NULL,161.380,93.049,75.733,178.697
2019-04-17,34.134,47.613,76.706,14.897,NULL,171.307,88.930,86.146,174.092
2019-04-24,50.034,47.043,69.888,14.630,NULL,172.433,45.129,55.210,162.352
2019-05-01,39.188,20.991,77.019,17.037,NULL,140.497,56.975,24.520,172.953
2019-05-08,41.920,56.915,68.358,17.358,NULL,181.893,81.790,82.230,181.453
2019-05-15,45.082,45.828,58.935,16.559,NULL,158.423,101.861,83.470,176.814
2019-05-22,59.934,51.780,67.868,18.549,NULL,190.445,67.456,90.790,167.112
2019-05-29,69.268,68.561,67.555,16.509,NULL,215.425,54.004,97.100,172.330
2019-06-05,72.586,97.245,16.987,19.080,NULL,197.335,64.151,97.985,163.500
2019-06-12,70.967,109.903,25.440,20.364,NULL,217.653,48.459,104.512,161.599
2019-06-19,80.118,90.347,25.912,18.849,NULL,208.108,51.117,105.210,154.014
2019-06-26,80.109,110.732,47.492,19.480,NULL,250.597,37.389,125.868,162.117
2019-07-03,78.500,91.408,49.987,18.637,NULL,231.024,37.941,114.295,154.669
2019-07-10,74.279,96.312,77.804,18.673,NULL,259.384,33.373,139.811,152.945
2019-07-17,66.937,85.430,76.841,18.784,NULL,244.327,33.461,121.589,156.199
2019-07-24,69.724,124.571,70.309,19.917,NULL,279.581,36.695,157.323,158.952
2019-07-31,72.460,93.566,53.669,19.280,NULL,233.126,44.437,133.899,143.664
2019-08-07,66.984,85.672,53.618,17.846,NULL,208.983,52.606,114.054,147.536
2019-08-14,67.824,79.434,77.298,15.814,NULL,232.118,32.852,110.400,154.571
2019-08-21,74.567,107.123,69.346,15.644,NULL,260.307,25.824,135.067,151.065
2019-08-28,61.887,123.933,67.781,16.175,NULL,266.260,21.534,126.116,161.679
2019-09-04,55.086,71.018,69.256,16.047,NULL,204.390,48.931,98.199,155.121
2019-09-11,44.308,53.232,69.502,16.313,NULL,175.398,77.142,80.471,172.069
2019-09-18,45.034,44.364,69.334,16.006,NULL,166.354,96.033,93.730,168.658
2019-09-25,40.197,85.653,78.047,16.170,NULL,217.192,56.339,108.108,165.422
2019-10-02,40.567,37.670,78.299,15.888,NULL,166.289,105.052,102.953,168.389
2019-10-09,44.787,47.616,78.607,15.593,NULL,181.186,112.077,115.381,177.883
2019-10-16,49.821,59.642,78.686,15.858,NULL,196.165,102.102,116.612,181.655
2019-10-23,55.138,103.792,78.453,15.860,NULL,246.842,59.308,134.707,171.442
2019-10-30,50.300,88.586,79.158,15.680,NULL,222.962,63.101,112.486,173.575
2019-11-06,46.432,95.501,79.125,14.906,NULL,233.930,38.586,91.501,181.015
2019-11-13,38.723,80.342,79.456,16.392,NULL,211.715,105.411,121.154,195.973
2019-11-20,37.203,111.002,79.166,16.554,NULL,241.852,78.875,125.868,194.860
2019-11-27,34.274,54.147,78.833,16.802,NULL,178.183,123.419,89.852,211.750
2019-12-04,38.863,101.535,79.157,16.138,NULL,229.224,69.632,90.279,208.577
2019-12-11,41.408,112.245,78.867,16.293,NULL,240.868,90.128,120.310,210.685
2019-12-18,42.605,49.444,78.397,17.660,NULL,178.867,116.331,101.127,194.071
2019-12-25,41.295,20.216,70.585,14.758,NULL,137.266,70.830,51.931,156.165
2020-01-01,32.554,34.350,68.407,15.008,NULL,144.912,80.117,48.596,176.434
2020-01-08,31.478,84.153,70.921,16.317,NULL,201.226,114.350,113.277,202.298
2020-01-15,27.118,91.736,70.662,16.316,NULL,204.092,116.279,120.899,199.472
2020-01-22,30.591,139.974,71.042,16.506,NULL,257.843,64.130,106.445,215.528
2020-01-29,30.137,106.769,70.568,16.271,NULL,223.408,89.938,106.719,206.627
2020-02-05,43.652,79.114,70.838,17.992,NULL,207.299,96.733,97.966,206.067
2020-02-12,38.661,62.400,70.755,18.274,NULL,187.433,113.235,102.043,198.625
